,Id,ActivityDay,SedentaryMinutes,LightlyActiveMinutes,FairlyActiveMinutes,VeryActiveMinutes,SedentaryActiveDistance,LightActiveDistance,ModeratelyActiveDistance,VeryActiveDistance
0,1503960366,2016-04-12,728,328,13,25,0.0,6.05999994277954,0.550000011920929,1.87999999523163
1,1503960366,2016-04-13,776,217,19,21,0.0,4.71000003814697,0.689999997615814,1.57000005245209
2,1503960366,2016-04-14,1218,181,11,30,0.0,3.91000008583069,0.400000005960464,2.44000005722046
3,1503960366,2016-04-15,726,209,34,29,0.0,2.82999992370605,1.25999999046326,2.14000010490417
4,1503960366,2016-04-16,773,221,10,36,0.0,5.03999996185303,0.409999996423721,2.71000003814697
5,1503960366,2016-04-17,539,164,20,38,0.0,2.50999999046326,0.779999971389771,3.19000005722046
6,1503960366,2016-04-18,1149,233,16,42,0.0,4.71000003814697,0.639999985694885,3.25
7,1503960366,2016-04-19,775,264,31,50,0.0,5.03000020980835,1.32000005245209,3.52999997138977
8,1503960366,2016-04-20,818,205,12,28,0.0,4.23999977111816,0.479999989271164,1.96000003814697
9,1503960366,2016-04-21,838,211,8,19,0.0,4.65000009536743,0.349999994039536,1.3400000333786
10,1503960366,2016-04-22,1217,130,27,66,0.0,2.24000000953674,1.12000000476837,4.76000022888184
11,1503960366,2016-04-23,732,262,21,41,0.0,5.3600001335144,0.870000004768372,2.80999994277954
12,1503960366,2016-04-24,709,238,5,39,0.0,3.27999997138977,0.209999993443489,2.92000007629395
13,1503960366,2016-04-25,814,216,14,73,0.0,3.94000005722046,0.569999992847443,5.28999996185303
14,1503960366,2016-04-26,833,279,23,31,0.0,5.53999996185303,0.920000016689301,2.32999992370605
15,1503960366,2016-04-27,1108,243,11,78,0.0,5.40999984741211,0.409999996423721,6.40000009536743
16,1503960366,2016-04-28,782,189,28,48,0.0,3.78999996185303,1.1599999666214,3.53999996185303
17,1503960366,2016-04-29,815,243,12,16,0.0,5.57999992370605,0.5,1.05999994277954
18,1503960366,2016-04-30,712,217,34,52,0.0,4.26999998092651,1.41999995708466,3.55999994277954
19,1503960366,2016-05-01,730,246,35,33,0.0,2.92000007629395,1.60000002384186,2.28999996185303
20,1503960366,2016-05-02,798,277,15,41,0.0,5.92000007629395,0.569999992847443,3.21000003814697
21,1503960366,2016-05-03,816,254,24,50,0.0,4.88000011444092,1.04999995231628,3.73000001907349
22,1503960366,2016-05-04,1179,203,22,36,0.0,3.8199999332428,0.870000004768372,2.46000003814697
23,1503960366,2016-05-05,857,250,24,45,0.0,4.88000011444092,1.08000004291534,2.92000007629395
24,1503960366,2016-05-06,754,289,6,24,0.0,5.80999994277954,0.25,1.97000002861023
25,1503960366,2016-05-07,833,175,46,37,0.0,3.13000011444092,2.11999988555908,2.46000003814697
26,1503960366,2016-05-08,574,203,8,44,0.0,2.73000001907349,0.319999992847443,3.52999997138977
27,1503960366,2016-05-09,835,206,11,46,0.0,3.74000000953674,0.529999971389771,3.45000004768372
28,1503960366,2016-05-10,746,214,31,46,0.0,3.25999999046326,1.1599999666214,3.34999990463257
29,1503960366,2016-05-11,669,251,23,36,0.0,4.55000019073486,1.00999999046326,2.55999994277954
30,1503960366,2016-05-12,1440,0,0,0,0.0,0.0,0.0,0.0
31,1624580081,2016-04-12,1294,146,0,0,0.0,5.30999994277954,0.0,0.0
32,1624580081,2016-04-13,1292,148,0,0,0.0,4.55000019073486,0.0,0.0
33,1624580081,2016-04-14,1204,236,0,0,0.0099999997764825,5.90999984741211,0.0,0.0
34,1624580081,2016-04-15,1344,96,0,0,0.0,0.970000028610229,0.0,0.0
35,1624580081,2016-04-16,1264,176,0,0,0.0,3.49000000953674,0.0,0.0
36,1624580081,2016-04-17,1276,127,22,15,0.0099999997764825,1.49000000953674,1.51999998092651,1.02999997138977
37,1624580081,2016-04-18,1214,202,7,17,0.0099999997764825,4.61999988555908,0.620000004768372,2.15000009536743
38,1624580081,2016-04-19,1299,141,0,0,0.0,1.89999997615814,0.0,0.0
39,1624580081,2016-04-20,1289,151,0,0,0.0,3.23000001907349,0.0,0.0
40,1624580081,2016-04-21,1254,186,0,0,0.0199999995529652,4.1100001335144,0.0,0.0
41,1624580081,2016-04-22,1241,199,0,0,0.0,2.59999990463257,0.0,0.0
42,1624580081,2016-04-23,1213,227,0,0,0.0099999997764825,5.53999996185303,0.0,0.0
43,1624580081,2016-04-24,1221,185,18,16,0.0,1.88999998569489,0.910000026226044,1.14999997615814
44,1624580081,2016-04-25,1238,202,0,0,0.0199999995529652,4.19999980926514,0.0,0.0
45,1624580081,2016-04-26,1300,140,0,0,0.0099999997764825,1.83000004291534,0.0,0.0
46,1624580081,2016-04-27,1233,154,36,17,0.0,2.46000003814697,1.87000000476837,1.11000001430511
47,1624580081,2016-04-28,1320,115,5,0,0.0,1.60000002384186,0.200000002980232,0.0
48,1624580081,2016-04-29,1290,150,0,0,0.0,1.54999995231628,0.0,0.0
49,1624580081,2016-04-30,1182,224,23,11,0.0099999997764825,2.11999988555908,1.27999997138977,0.899999976158142
50,1624580081,2016-05-01,1020,171,63,186,0.0199999995529652,1.9099999666214,4.19000005722046,21.9200000762939
51,1624580081,2016-05-02,1261,166,6,7,0.0,3.47000002861023,0.589999973773956,0.860000014305115
52,1624580081,2016-05-03,1344,96,0,0,0.0199999995529652,1.3400000333786,0.0,0.0
53,1624580081,2016-05-04,1322,118,0,0,0.0,1.41999995708466,0.0,0.0
54,1624580081,2016-05-05,1323,117,0,0,0.0199999995529652,1.58000004291534,0.0,0.0
55,1624580081,2016-05-06,1338,102,0,0,0.0099999997764825,1.12000000476837,0.0,0.0
56,1624580081,2016-05-07,1258,182,0,0,0.0,1.37000000476837,0.0,0.0
57,1624580081,2016-05-08,1288,152,0,0,0.0,2.22000002861023,0.0,0.0
58,1624580081,2016-05-09,1349,91,0,0,0.0,1.12999999523163,0.0,0.0
59,1624580081,2016-05-10,1301,139,0,0,0.0099999997764825,1.91999995708466,0.0,0.0
60,1624580081,2016-05-11,1328,112,0,0,0.0,2.03999996185303,0.0,0.0
61,1624580081,2016-05-12,890,107,0,0,0.0099999997764825,1.91999995708466,0.0,0.0
62,1644430081,2016-04-12,1131,256,51,2,0.0,5.32999992370605,2.29999995231628,0.140000000596046
63,1644430081,2016-04-13,1259,135,16,30,0.0,2.64000010490417,0.899999976158142,2.27999997138977
64,1644430081,2016-04-14,1125,252,58,5,0.0,5.09999990463257,2.55999994277954,0.360000014305115
65,1644430081,2016-04-15,1263,170,4,3,0.0,3.45000004768372,0.150000005960464,0.219999998807907
66,1644430081,2016-04-16,1135,212,42,51,0.0,5.09000015258789,1.87999999523163,4.09999990463257
67,1644430081,2016-04-17,1212,186,13,29,0.0,3.54999995231628,0.569999992847443,2.25
68,1644430081,2016-04-18,1271,121,33,15,0.0,2.45000004768372,1.66999995708466,1.07000005245209
69,1644430081,2016-04-19,1099,278,58,5,0.0,5.30000019073486,2.52999997138977,0.360000014305115
70,1644430081,2016-04-20,1315,125,0,0,0.0099999997764825,1.75999999046326,0.0,0.0
71,1644430081,2016-04-21,1402,38,0,0,0.0099999997764825,0.879999995231628,0.0,0.0
72,1644430081,2016-04-22,1354,86,0,0,0.0099999997764825,2.66000008583069,0.0,0.0
73,1644430081,2016-04-23,1265,160,15,0,0.0,4.25,0.579999983310699,0.0
74,1644430081,2016-04-24,1351,89,0,0,0.0,2.41000008583069,0.0,0.0
75,1644430081,2016-04-25,1337,94,1,8,0.0,1.95000004768372,0.0599999986588955,0.589999973773956
76,1644430081,2016-04-26,1165,223,41,11,0.0,4.69000005722046,1.72000002861023,0.800000011920929
77,1644430081,2016-04-27,1322,118,0,0,0.0,2.20000004768372,0.0,0.0
78,1644430081,2016-04-28,1157,227,53,3,0.0,4.30999994277954,2.3199999332428,0.200000002980232
79,1644430081,2016-04-29,1193,120,0,0,0.0,2.30999994277954,0.0,0.0
80,1644430081,2016-04-30,816,402,71,9,0.0,9.46000003814697,3.14000010490417,0.629999995231628
81,1644430081,2016-05-01,908,146,24,3,0.0,3.23000001907349,0.990000009536743,0.239999994635582
82,1644430081,2016-05-02,682,148,7,1,0.0,2.34999990463257,0.310000002384186,0.0700000002980232
83,1644430081,2016-05-03,1115,221,94,10,0.0,4.53999996185303,4.09000015258789,0.720000028610229
84,1644430081,2016-05-04,1388,52,0,0,0.0199999995529652,1.6599999666214,0.0,0.0
85,1644430081,2016-05-05,1341,81,12,6,0.0099999997764825,2.13000011444092,0.540000021457672,0.519999980926514
86,1644430081,2016-05-06,1054,369,6,11,0.0199999995529652,6.01000022888184,0.270000010728836,0.819999992847443
87,1644430081,2016-05-07,1139,243,17,41,0.0099999997764825,5.67000007629395,0.790000021457672,3.25999999046326
88,1644430081,2016-05-08,991,295,0,0,0.0,4.88000011444092,0.0,0.0
89,1644430081,2016-05-09,1099,303,6,32,0.0099999997764825,2.08999991416931,0.349999994039536,2.39000010490417
90,1644430081,2016-05-10,1254,155,19,12,0.0099999997764825,4.96999979019165,0.810000002384186,0.879999995231628
91,1644430081,2016-05-11,713,49,0,0,0.0099999997764825,0.949999988079071,0.0,0.0
92,1844505072,2016-04-12,1101,339,0,0,0.0,4.42999982833862,0.0,0.0
93,1844505072,2016-04-13,1192,248,0,0,0.0,3.25999999046326,0.0,0.0
94,1844505072,2016-04-14,843,373,0,0,0.0,5.23000001907349,0.0,0.0
95,1844505072,2016-04-15,527,176,0,0,0.0,2.53999996185303,0.0,0.0
96,1844505072,2016-04-16,1293,147,0,0,0.0,2.25999999046326,0.0,0.0
97,1844505072,2016-04-17,1231,199,8,2,0.0,2.58999991416931,0.259999990463257,0.140000000596046
98,1844505072,2016-04-18,1211,217,12,0,0.0,2.55999994277954,0.479999989271164,0.0
99,1844505072,2016-04-19,1430,10,0,0,0.0,0.129999995231628,0.0,0.0
100,1844505072,2016-04-20,1439,1,0,0,0.0,0.0099999997764825,0.0,0.0
101,1844505072,2016-04-21,1117,308,13,2,0.0,4.67999982833862,0.519999980926514,0.119999997317791
102,1844505072,2016-04-22,1220,220,0,0,0.0,3.54999995231628,0.0,0.0
103,1844505072,2016-04-23,1301,139,0,0,0.0,2.35999989509583,0.0,0.0
104,1844505072,2016-04-24,1440,0,0,0,0.0,0.0,0.0,0.0
105,1844505072,2016-04-25,1440,0,0,0,0.0,0.0,0.0,0.0
